year,month,Ontario_demand,northwest,northeast,ottawa,east,toronto,essa,bruce,southwest,niagara,west
2017,3,15579.342742,502.4811828,1327.3293011,885.67473118,1129.2163978,5770.4677419,928.85483871,80.547043011,3096.5604839,456.1922043,1469.9784946
2017,4,13595.3,437.95416667,1149.2972222,743.83333333,937.10138889,5119.4666667,738.32361111,56.936111111,2777.1333333,393.87083333,1291.9375
2017,5,13646.75,402.84408602,1093.2325269,769.19354839,927.55241935,5182.7258065,732.5483871,60.517473118,2794.6626344,385.55376344,1305.9677419
2017,6,14801.5,403.79722222,1022.4833333,823.40277778,954.94444444,5681.1305556,765.76805556,46.747222222,3106.9819444,437.92777778,1539.575
2017,7,15574.771505,411.06989247,1078.1505376,836.21505376,999.90591398,5952.2486559,824.88844086,62.752688172,3216.6384409,500.67876344,1669.5806452
2017,8,15255.392473,417.40456989,1077.3602151,801.96236559,1006.641129,5850.9892473,806.92473118,70.846774194,3141.4731183,502.57392473,1584.1451613
2017,9,14832.490278,424.64305556,1026.4375,802.55833333,966.96388889,5727.1472222,808.35694444,72.881944444,3040.6861111,474.82916667,1510.2888889
2017,10,13896.947581,463.6061828,1141.4919355,724.9905914,919.68548387,5208.3615591,746.96639785,45.063172043,2865.6586022,415.57392473,1362.2405914
2017,11,15216.540278,556.1375,1233.5611111,851.67777778,1074.4055556,5524.8083333,955.95,64.369444444,3072.1472222,444.04166667,1491.9597222
2017,12,16496.293011,570.16263441,1374.7889785,1001.8185484,1208.3427419,5693.219086,1381.4408602,71.182795699,3214.3817204,477.05645161,1558.7473118
2018,1,17071.002688,606.41666667,1383.2083333,1142.5806452,1165.6061828,5916.6908602,1400.936828,83.125,3359.7540323,510.20967742,1574.7983871
2018,2,16296.227679,594.33482143,1380.2440476,1104.7738095,988.77380952,5837.5238095,1128.6502976,102.88244048,3169.3869048,488.72321429,1553.610119
2018,3,15285.510753,531.55107527,1327.9354839,1015.8306452,877.52956989,5597.9569892,942.34811828,72.989247312,3049.6303763,445.36155914,1461.5967742
2018,4,14692.177778,488.0375,1240.7472222,939.4125,843.75555556,5444.5111111,873.24583333,67.376388889,3011.4819444,438.31805556,1396.9194444
2018,5,14007.350806,451.52553763,1044.8010753,905.50806452,674.96505376,5352.6989247,771.12634409,57.51344086,2902.8225806,418.93145161,1418.0026882
2018,6,15171.452778,456.88194444,1026.3027778,976.40416667,754.00277778,5799.0194444,841.99583333,62.545833333,3165.0097222,478.82638889,1592.3708333
2018,7,17050.162634,457.2983871,1110.780914,1159.7849462,915.2311828,6521.077957,1006.4032258,73.584677419,3517.1599462,564.43817204,1788.5134409
2018,8,17054.831989,462.22043011,1102.5443548,1119.6854839,921.66935484,6521.7983871,1009.9825269,74.564516129,3507.8494624,556.49731183,1823.6680108
2018,9,15482.375,464.89444444,1144.3111111,968.29722222,851.06666667,5857.1708333,879.225,73.515277778,3196.8152778,455.52361111,1634.3305556
2018,10,14405.037634,490.69758065,1194.7741935,890.79704301,863.80107527,5273.5174731,871.75537634,71.682795699,2966.313172,456.11962366,1441.1384409
2018,11,15778.223611,550.75694444,1270.9541667,1020.2069444,1009.2138889,5687.3930556,992.49305556,83.816666667,3150.1222222,494.88333333,1571.3666667
2018,12,15980.990591,560.03091398,1376.6290323,1085.5698925,1035.452957,5640.641129,1048.4099462,100.21102151,3115.0389785,481.47983871,1559.5577957
